apresiasi,kritik,ulasan
0,1,aplikasi aneh mau daftar aja g bisa padahal internet kencang tapi muncul notif periksa intrrnet mohon diinprove terima kasih
0,1,banyak sistem yang belum bisa di akses padahal sangat bantu
1,0,luar bisa aplikasi benar- benar bantu untuk urus rw usul cepat dan dapat lihat berita berita baru mantap lah maju terus jawa barat
0,1,mohon sempurna fitur absensi otomatis yang baru tidak jalan dihp kami yg ada di sekolah kemarin dpt info dr salah satu pegawai dinas didik bisa tetapi telah kami coba tdk bisa jalan triamakasih
0,1,sy belum sekalipun rasa manfaat dari aplikasi ini sesuai butuh sy hanya utk cek berapa tagih pbb sy aj selalu muncul data tidak temu kemudian kpd dinas duduk utk urus akte lahir org2 tua yg usia lanjut tolong syarat jangan bikin ribet mrk pasti banyak kurang syarat data apalagi rantau jd tlg mudah sehingga kerja kalian jadi berkah
0,1,kenapa tidak bisa di akses ya
0,1,sulit mau login gak jadi aja aah sudah dapat wa tapi di klik gak ada opsi apa
1,0,bagus aplikasi banyak lagi berita yg inovatif kreatif perbnyak lagi cctv nya untuk mantu lalulintas
1,0,aplikasi kota jambi mantap
0,1,sungguh kecewa hampir tiap tengah malam daftar selalu penuh saya tau ngga mungkin bisa penuh tiap hari pegawai juga banyak yang terlalu santai
0,1,daftar online puskesmas isi tanggal kunjung susah nya minta ampun tanggal tidak bisa di klik aplikasi macam apa ini
0,1,saya mau nanya ko untuk pol tb ga ada ya untuk pol tb cara daftar nya gimana min thanks
1,0,mantap dapat publikasi giat yang ada wilayah masing2 daerah top banget sapawarga sukses dan jaya terus
0,1,saya daftar latih syarat yg saya upload sudah lengkap tapi tidak lolos administrasi tidak ada terang berkas mana yg bikin tidak lolos
0,1,parah data gw nggak ada tulis hubung helpdesk untuk di daftar manual eh helpdesk nya dihubungin malah nggak pernah respon nggak niat emang buat layan atau emang belum siap kelas jogja kok layan itnya gin parah
0,1,kenapa e-skkpnnya tidak bisa di unduh padahal tagih sudah lunas tolong di fix kan
1,0,lama ini bagus dan fungsi mudah
0,1,kacau nih aplikasi buka ya susah banget sekali masuk tiba2 keluar dengan sendiri
0,1,saya mau bikin akta lahir baru mau input data ketika upload berkas langsung close sendiri aplikasi jadi data yg belum nya sudah diinput hilang dan ketika ulang dari awal begitu lagi gagal terus udah smart guna aplikasi jadi tolong baik saja ini aplikasi supaya bisa guna bagaimana mesti terimakasih
1,0,keren dan mudah serta cepat tambah informasi
1,0,bantu sekali ga harus bolak balik antri mohon untuk tingkat layan
1,0,sangat bantu sekali apl sangat mudah guna
0,1,padahal izin media sudah tapi tetep ga bisa foto terus ekitir nya ga bisa di download
0,1,susah aplikasi ngurus apa apa harus online kasi untuk orang2 yang gapunya hp saya datang ke capil suruh download apl ini buka mudah malah sulit dari 3 hr lalu gabisa buka tiap tabnya selalu warna putih tolong untuk pegawai perintah mohon dengan sangat jangan sulit
0,1,kmarin isi data padahal suhu badan 36 5 ngk pernah kontak langsung sama odp apalagi pasien yg bener positif covid tp di situ tulis tidak aman sebenernya batas suhu badan yang di boleh itu berapa sih sedang di tiap sk yg di buat perintah itu tera 37 3 u suhu badan dan ini lagi pas harus daftar kembali malah sistem nya masalah nh saya urgent untuk bisa pergi karena orng tua sakit tp kaya nya di sulit banget cuma karena clm ini jadi susah mau pergi jg
1,0,layan jadi mudah karena integrasi cara satu pintu luar biasa
1,1,aplikasi ini sangat bantu warga jawa barat tapi masuk susah sekali lambat tolong servernya di baik dengan baik
1,1,lumayan bantu dan aplikasi gampang guna saran lebih hebat lagi kalau tambah layan e-samsat bisa bayar dan ecek pajak kendara motor cara online
0,1,adu sertifikat vaksin kok suwi eram tanggapane aplikasi opoooooo iki gedabrus
0,1,aplikasi nya lelet gak bisa di akses harus tengah malam baru bisa nginput data sedang waktu verifikasi hanya sampai besok
1,0,ok
1,1,sangat bantu sekali untuk urus data jadi hemat waktu dan biaya bagai masuk alangkah baik untuk tampil kembali item detil saat aju gagal utama di aplikasi pemuda
1,1,mantap mudah guna tingkat validitas terima bantu provinsi tingkat rw yg awal dari tahap 1 banyak 42 orang jadi 159 orang yg oleh bantu meski ada yg tdk dpt sebanysk 30 orang di usul 189 org yg terima 159 orang
0,1,tolong dperhatikan lampu jln di smpg rimbo bnyak yg mati dan hanya hidup sblah kita udah byar ppj trma ksh
0,1,saya hendak aju buat kartu cari kerja tetapi telah selesai isi biodata saya dan akan lanjut isi didik formal namun masih kunci dan tidak bisa buka sama sekali dengan kondisi tombol masih merah belum hijau
0,1,telah update tidak bisa login pesan error user tidak daftar coba utk registrasi saat upload ktp tidak masuk padahal sudah 100 error token perlu webdev nya nanggung nih bikin apk nya g ada team implementator utk testing belum dipublish yah
0,1,lapor sini aja blanko ktp dari taun kapan masih tetep habis padahal butuh banget baru ektp yg baru trus masih lagi asn guru banyak kerja sudah murid pulang jam 2 masih tambah kerja guru datang di hati sabtu utk ajar di camat tanpa uang transport uang makan dan lembur harus itu tidak boleh karena langgar atur jam kerja asn guru sudah pas 40jam masih ditambahin lagi luar jam kerja
0,1,pada menu didik dalam masih ada aplikasi lain yang harus mendownload lagi sehingga buat memori penuh
0,1,aplikasi ini sangat baik dan responya juga cepat terus tahan yang sudah baik tingkat yang masih kurang perlu di tingkat terima kasih pemprov dki sudah buat aplikasi ini sangat manfaat
1,0,sangat baik
0,1,tools sangat buruk hanya sulit lebih baik langsung masuk lewat website dilandacita langsung
0,1,aplikasi taik tak guna selalu arah isi ke dispenduk capil tiap kirim poto apa tak bisa trus buat apa tiap tahun data apa kerja pegawe dispenduk data tak invalid taik
1,0,mudah untuk dapat informasi komunikasi n mudah mudah dapat beri solusi thd masalah umum wsrga
1,0,aplikasi bagus dan sangat bantu utk update tentang jakarta bisa cek info layan dan lapor masalah respon tangan cukup cepat walau variasi gantung tingkat masalah
0,1,mau bayar pajak motor susah sekali dapat kode bayar ganggu terus bagaimana ini kita mau taat pajak perintah yg tidak siap
1,1,aplikasi sdh sgt baik dan sgt bantu hanya perlu baik sangkut beberapa tampil berita baru terupdate kalo bisa semua masuk dalam 1aplikasi
1,0,kami atas nama rw kasih lima bintang sangat bagus dengan ada aplikasi sapawarga ini sangat bantu kami terima kasih kepada bpk gubernur dan jajar
1,1,coba tambah fitur buat daftar kia onli e mungkin akan lebih bagus lagi dan mudah masyarakat aplikasi bagus lebih di tingkat lagi
0,1,aplikasi nya msih kurang bagus gilir mau masuk daftar online malah ga bisa skrg klo ke rs hrs daftar online dlu ga bisa lgsg dateng aja tpi pas online ga bisa didaftarin jdi nyusahin klo bgini
1,0,sangat manfaat bagi kami dan lebih mudah langkah kami untuk ecek data
0,1,akses cctv tidak real time mau liat kondisi lalu lintas jadi tidak bisa tolong untuk selalu di refresh agar aplikasi jalan maksimal
1,0,sangat bantu sekali dengan ada aplikasi sapawarga ini salah satu aplikasi yang jembatan mempasilitasi demi maju kel desa atau daerah
1,0,aplikasi perintah yang paling niat ui nya bagus light moga fiturnya bisa tambah lagi jadi semua perlu warga cukup akses satu apps aja great works pemprov dki
0,1,knp aplikasi gak bis buat buka daftar online lalu knp saat sign up gak bisa masuk camat dan lurah tolong baik
1,0,aplikasi yg sangat bantu
1,1,aplikasi bagus utk mengaplod proses sangat cepat smg depan nya server bisa tampung data yg lebih besar lagi dan mohon kepada mang penting dlm ini perintah atas lapor tsb agar direspon dgn cepat
0,1,tolong gor cibodas di update d sport biar warga bisa olah raga
0,1,amit amit deh ini aplikasi mau daftar online tp aplikasi muter mlulu tau kluar komen error timed out
0,1,min mohon maaf ganggu tipe hp saya infinix 8 kenapa jadi eror mohon seluruh tipe handphone bisa guna apk ini saya ingin urus dokumen duduk jadi hambat haturnuhun
0,1,percuma saja tidak bisa akses warga cara langsung karena tidak bisa daftar sendiri bansos nya langsung jujur saja kakak sy daftar pkh tapi tidak pernah dapat bantu apalagi saya sama sekali tidak pernah dapat bantu dari perintah mohon timbang agar tiap warga bisa daftar diri sendiri tidak perlu lewat perangkat desa
1,0,saya sangat suka dan nyaman dengan aplikasi ini mudah simple dan dapat erti oleh siapa pun trimakasin disdukcapil kota bandung dengan program ini akan bantu seluruh masyarakat khusus warga kota bandung sukses selalu maju terus dan tingkat layan thank u
0,1,saya sudah vaksin dua dan sudah dapat tiket booster di peduli lindung kenapa di aplikasi jaki status saya belum vaksin sama sekali lantas bagaimana saya daftar boosternya aplikasi perintah koq tidak saling link data bisa tidak sama tolong di baik baru saya tambahin bintang
0,1,untuk admin tolong kerjasama para guna aplikasi ini selalu masalah dan saya pun pada saat login mohon tunggu utk proses verifikasi nya buat apa di buat aplikasi tp tak bantu para guna nya
0,1,knapa saya tidak bisa masuk terang masuk perangkat asli terus ga bisa ngecek cetak ktp
1,1,alhamdulillaah depan tinggal di tingkat kan aja dan kalo bisa mb nya di perkecillahh thoyyib
0,1,sudah bikin akun mah login tulis nya akun disable terus
1,0,suka banget kayak jogjaku istimewa
0,1,maaf saya kasih 2 bintang dulu karena saya tidak bisa login dengan error suruh guna perangkat hp yg asli padahal tiap mau login selalu pakai hp yg sama saat daftar akun tolong solusi
1,0,aplikasi ini bantu komunikasi warga dgn perintah
1,0,ckup bantu nian trmksh
1,1,sy beri 4 bintang biar makin semangat it jaki lha mau guna jaki daftar vaksinasi booster ke-2 muncul jawab maaf saat ini fitur tidak bisa guna terus bgm cara sy daftar vaksinasi gak ada opsi daftar on the spot di lokasi vaksinasi
0,1,cctv sikoka kurang banyak
1,1,cukup bantu tp masih banyak yang harus saya ajar lagi dari aplikasi sapa warga tentang apa arti dari aplikasi sapa warga dan berapa penting tentang aplikasi ini untuk desa
1,0,mantap respon cepat
0,1,aku baru install mau bayar pajak pas di buka ko gabisa ya keluar terus
1,0,cukup bagus dan sangat mudah untuk proses urus dokumen ambil a pun bisa lewat mesin adm gaperlu ribet bulak balik kesana kemari
0,1,ko ga bisa login yah padahal sudah reset password ada pemberitahuan ganti password nya yang baru masuk email tpi tetep ga bisa masuk
1,1,lapor memang langsung di respon tapi ada beberapa dinas yang kurang berani tegak atur alhasil tetap jadi langgar
1,1,aplikasi nya udah bagus saran aja di aplikasi nya camera nya harus nya bisa di zoom karena ini sifat sembunyi gak mungkin foto dari dekat kalo ada jadi apa
0,1,ko aneh ya di apk mulai tanggal 1 sampe 5 september 2020 dan saya download pas tanggal 2 september 2020 tp pas saya ingin lamar kerja di jobfair baru bisa apply tanggal 04 september 2020 dan pas tanggal 04 saya klik malah kuota nya dah pada full semua
1,1,program sangat bantu dan mudah dalam cari informasi kait maju wilayah dsb hanya saja sedikit kurang support apabila ada kasus lupa passwod
1,0,mantul min
0,1,payahh lo bikin aplikasi terang kuota vaksinasi dua selalu penuh padahal di dashboard kuota vaksin untuk second dose masih sedia telp ke 119 bantu dgn mb sasha info kata masih kembang jd kuota memang sudah penuh tp delay lihat di aplikasi jaki ah payah lah klo aplikasi perintah yg buat
0,1,saya daftar selalu error ada juga pemberitahuan lain beberapa kali coba nik tidak daftar padahal di kk sudah ada daftar ada ktp nya ini sudah bulan lalu sampai sekarang msih error
0,1,gabisa masuk terus coba gagal pdahal belum masukin nik aneh
0,1,saat daftar vaksinasi tidak keluar unduh hasil screening sehingga saat tempat vaksin tolak vaksin karena tidak bawa hasil screening padahal bukan tidak bawa tapi dari aplikasi tidak keluar unduh hasil screening dan saat ingin lapor lalu aplikasi juga sulit tidak bisa kirim mohon bantu saya ingin laku vaksinasi sulit sekali
1,0,aplikasi sangat bantu masyarakat tugas ramah terimakasih
1,0,aplikasi nya keren banget sii inovasi baik kalo kata saya inti aplikasi ini tuh sebenernya buat mangkas dan mudah kita buat urus urus data duduk jdi yg biasa kita urus apa apa harus sampe ke disdukcapil bagai step akhir jauh makan ongkos dll karena ada aplikasi ini cukup selesai step syarat sampe camat sisa upload smua data syarat ke aplikasi ini file selesai jga kirim via email ngebatu banget si buat kita yg sibuk kerja
0,1,kenapa si sering mintak di baru bingung jadi pusing
0,1,mau tanya kalau ketua rw nya gaptek bagaimana mau guna aplikasi ini kang terus masalah bansos di desa saya banyak yg daftar tapi tidak terima bantu karena masalah data tidak sinkron gilir minta di update ke pihak desa pegawai nya bilang g bisa masa pegawai desa g bisa ngupdate data masyarakat
1,0,saya salut buat layan perintah kota yogyakarta makin baik
1,0,dapat ikut kembang kota cimahi
1,1,aplikasi yang guna dalam minta sumber informasi dan keluh kait fasilitas dan infrastruktur di jakarta namun paruh layan muncul notifikasi request rejected
1,0,paling tidak sudah mudah cari informasi dan tau banyak tentang daerah jawa barat baik dari sisi lingkung sosial dan bangun
0,1,saya pindah domisili lewat aplikasi salam malah g bisa login padahal password udh benar nomor kk udh benar masih aja tetap g bisa login urus layan dukcapil bandung malah sulit bahkan saya udh kirim berkas nya kedukcapil bandung g ada respon sama sekali
0,1,udah daftar buat tanggal 15 juli bsok barusan mau di cek di aplikasi lagi malah daftar ulang lagi tolong lah pada yang sedia aplikasi di baik sistem nya jangan hal rupa kembali jadi lagi terima kasih
0,1,maaf saya baru vaksin ke 1 tapi mau daftar yg dua dari aplikasi jaki ko ngga bisa terus ya kak diketeranganya tutup halaman ini terus ngga ada daftar ulang vaksin yang dua
1,0,daftar akta online gampang banget tinggal upload semua syarat tanpa perlu rt rw atau lurah langsung ambil ke disdukcapil beres aplikasi yg sangat bagus dan faedah tingkat lagi mudah dan luwes dalam akses menu nya
0,1,aplikasi absurd dan jg sop guna domain surabaya tdk benar krn banyak yg aku posting info dr surabaya tp tdk guna domain surabaya go id dan jg satu data krg gerak karena walau satu pemkot minta integrasi ruwet mohon baik karena itu malu bagai skom kalo alas tabel minta ya mohon maaf tingkat analisa anda patut ragu coba koreksi para koordinator di pemkot yg semenang2 anggap remeh tenaga kontrak saya berani tunjuk bahwa saya layak jd prakom
1,0,sangat bantu biar ngga kesana ke sini cape trus ngabisin waktu apalagi baru punya anak takut nya rewel g nyaman alhamdulillah pake apk ini proses cepet bgt bikin akta mati papi yg baru tinggal terimakasi org baik moga selalu dlm lindung allah swt
0,1,duh tiap bayar request gagal atau tidak ada koneksi internet padahal sinyan kuat hape ram gede
0,1,tolong dong min baik ini knpa apk udah saya instal tapi pas mau buka loading trus kluar lagi kluar lagi terang timeout padahal paket data saya ada jaring 4g sinyal full tolong dong tangan nyah mending gw uninstal dahh gak ada respon sikit pun chat bantu lewat wa pun gak di bals aplikasi apa kaya gin ngabisin kuota gw doang
0,1,saya sudah vaksin di situs peduli lindung sudah update namun di situs dan app jaki malah belum update tanya via java dan dapat solusi lapor kendala lalu tombol link yang di sedia namun tombol link sebut sama sekali tidak bisa guna dengan status forbidden untuk di telusur lalu saya harus lapor mana lagi tidak ada fitur bantu dan email jaki pun tidak ada respon lebih baik uninstall saja tidak guna
