ulasan,apresiasi,kritik
  apa emangkalaulewat online praktis mudah tidak perlu mana tpikalaulayan slow respon via online baik daftar langsung  ,0,1
  pak ku tanya pak punya rumah daerah tangerang pdam sedia tirta benten   pindah jkt 6 bulan selalu bayar administarasi 6 500 tepat waktu hindar segel salur pdam bulan laku bayar selalu gagal hasil biasa bayar online jadi bagaimana pak   tepat waktu bayar bayar online sulit  ,0,1
  jelas dri bulan agustus daftar butuh bantu sapai dalam prosea kalau memang   nunggu lama kan langsung tolak kasi nunggu  ,0,1
  unggah berkas2 malah keluar   coba pakai galeri foto sama2 baik jadi bisa selesai daftar teri terima kasih   ,0,1
  alangkah baik bila baru 6 bulan sekali ergonomis user bagai ux web develop berat baru sekali terima kasih layan baru  ,1,1
  proses registrasi  lama buang waktu admin responsif ganti adminnya kl bagus proses registrasi jangan terlalu belit belit  ,0,1
  sekalipun rasa manfaat sesuai butuh   cek berapa tagih pbb aj selalu muncul data temu kemudian kpd dinas duduk   urus akte lahir  orang 2 tua usia lanjut syarat jangan bikin ribet mrk banyak kurang syarat data rantau jadi   mudah kerja kalian jadi berkah  ,0,1
  dong server yah baik daftar kok selalu padahal nik email   benar koneksi jaring   bagus selalu eror  ,0,1
  upload berkas lamar malah keluar baik gitu daftar jobsfair usah terlalu banyak berkas diupload  ,0,1
  mohon baik cepat bapak ibu banyak cari kerja dijobfair jangan lewat taggal batas jobfair sekian terima kasih  ,0,1
  aball2 aju dampak covid 19 4 bulan proses payah mending hapus deh  ,0,1
  bukan mudah malah sulit tanya via whatsapp soal kendala ujung jawab ganggu bugs program cepat selesai ingat layan kantor dukcapil   akte lahir anak  ,0,1
    jelas jobfair virtual kata buka 1 - 5 september buka ngelamar malah terang   ktp luar kota tgl 4 - 5 sep tak ikutin eh hari lamar malah respon kuota lamar luar kota penuh cerita orang hari baru buka ktp luar uda penuh ngerti parah bener mohon kaji iklan buka umum eh malah kek gin kecewa  ,0,1
  4 bulan pake lumayan   cari informasi jadi mangkas waktu loading halaman suka lama padahal akses apl  cepat   ,1,1
  uda jalan 1 bulan tpi blom informasi aju mohon jdi blom beri pringkat terkadang mngunduh ulang krna buka beri informasi akurat aju mohon  ,0,1
  pernah punya account pas login harus bikin account login pas cek ktp el malah suruh login padahal jelas jelas login jelas  ,0,1
  pemprov tanggerang niat sih bikin update   gakada ubah ttp gabisa login punya perintah bisa sesuai ekspetasi  ,0,1
  bingung ama   memang begini daptar bantu umkm tolak kok update y daftar black list  ,0,1
  makin  eror  ken ngecek kk malah data temu keluar sendri baik  ,0,1
  bagus lihat lengkap lama verifikasi sekarang akses proses lama bangettttttt  ,0,1
  tiap bulan minta baharu aju bulan kabar tiap cek sedang proses  ,0,1
  dong baik maksimal mungkin lokasi tampilin barcode malah time out nunggu lama kalau siap hadap dunia digital jangan coba tempat umum langsung banyak rugi kalau kaya gitu mending pake amplop cokelat kan beres pd gunain siap gitu si baik maksimal mungkin  jangan  suka off web benah system bug fix bnyk warga tunggu maju tgrng kitangerang  ,0,1
   bantu alhamdulillah semua masalah e ktp 1 masalah bisa milik sertifikat vaksi bcode padahal daftar  ,1,1
  sih tiba tiba data tlah verifikasi mlh jadi awal verifikasi ulang data stlh cb ulang mlh nik email daftar alas nik email sinkron cb mlh notif srh masuk nik  padahal  akun emang nik berapa sungguh masuk akal  ribet  ,0,1
  bantu terlalu update lah baik jangan tiap buka suruh update  ,1,1
   manfaat  mudah urus admin smoga makin lbh baik   perintah kota tangerang jadi contoh baik   daerah  ,1,0
  pindah anak sekolah pake pas upload berkasny gagal mulu haddehh bagaimana sihhhh ukur sesuai format sesuai baik  ,0,1
  terlalu banyak iklan jadi bikin bt registrasi lama bikin bete kurang sempurna kasih bintang tengah mohan tingkat  ,0,1
  bintang lima interface update keren jasa terlalu kaku karna background warna putih jangan update  ,1,1
   bantu utama   adu keluh rasa sendiri manfaat responnya  ,1,0
  coba tambah fitur   daftar kia onli e mungkin bagus mudah masyarakat bagus tingkat  ,1,1
   bantu sekali semua sini sukses   perintah kota tangerang maju bantu masyarakat butuh  ,1,0
  responnya lama puas jawab cs utama sifat bansos contoh kuota ajar classroom sedia kan pakai sedang tangerang ajar ada jadi percuma bantu kuota seluruh kuota    ,0,1
  sih daftar nggk salah server programer jelek sih tangerang bikin   sampah  ,0,1
  update baru bnyk bug  eror baik sana it     ngetes it kok smart2 acan  ,0,1
  menu jobfair kaga buka penuh tuh server dibenerin hari h malah kaga dipake kalau bener bintang jadi 5  ,0,1
  punya akun kok minta login sih pas update ribet lgi masukin foto ktp segala coba dong perbaikin jadi puas pake padahal ken liat info lowong kerja doank  ,0,1
  buka kata baik  ,0,1
  admin pajak download stts  ,0,1
  fitur aju bantu sosial aju lewat live 1 bulan proses lanjut dekat rt rw cepatkalaubantu sembako  ,0,1
  perhati kualitas ui ux rasa level perintah jauh baik developer terlalu lihat penting jadi moga saran manfaat  ,0,1
  nanya admin bagaimana cara masuk nik kk waktu registrasi minta m nik ktp jadi buka akte cek nik kk ktp karena nik kk tifak daftar mohon bantu terima kasih moga tambah maju kembang  ,1,1
  adminnya jangan tengah kerja banyak keluh jadi mulai kartu kuning mohon bansos bahkan pasang photo profil cari adminnya kompeten tanggung jawab jangan dar anggap hasil check kendala trouble moga curah sini jadi tingkat bukan dar permborosan kuota  ,0,1
  bingung ngeluh siapa kalau email gadibales bales eror gatau deh server lah lah sebenernya  ,0,1
  kasih bintang 5 walaupun data proses padahal daftar bulan agustus saran kalau niat bantu ywdh langsung bantu kalau niat langsung ja gagal usah data proses jangan beri harap orang sedang butuh bantu  ,1,1
  cek status kk nyata update padahal pisah kk sinkronisasi data kali kali update  ,0,1
  aneh waktu pindah alamat cek ktp daftar   cetak gilir cek website disdukcapil ktp jadi tinggal ambil camat  ,0,1
  mohon menu batal aju cara mandiri salah pilih menu aju aju batal jadi halang daftar menu tunggu batal beberapa hari  ,0,1
  proses ubah data kartu keluarga lihat aju sejak tgl 03 maret 2023 sekarang tqnggal 09 maret 2023 tangan bilang selesai digitalisasi kaya gin data telqh lampir cepat proses  ,0,1
  daftar terang nik kepala kel daftar coba log in tau email dipake dulu coba beberapa email ttp salah bagaimana log in sedang email tidak tau daftar  ,0,1
  praktis sih kerja lumayan  cepat  2 - 3 hari beres asal dokumen upload lengkap perlu ribet kesana kesini  ,1,0
  update malah gabisa masuk kata perangkat asli pakai hp android one pernah root mbanking jalan normal sih abal2  ,0,1
  memang bantu syang akte mati aju sedang proses notifnya   email masuk kok nama jadi salah kurang donk nih solusi padahal syarat lengkap nama betul  ,1,1
  baru daftar login terang silah perangkat asli baik mungkin support versi android baru payah  ,0,1
  pa mohon bantu masuk kata daftar tidka log in nik email sesuai padahal nik 1 emai hanya 1 mohon tinjau terima kasih  ,0,1
  maaf kasih 2 bintang dulu bisa login  eror  suruh perangkat hp asli padahal tiap login selalu pakai hp daftar akun solusi  ,0,1
  aju bukan mudah proses malah balik respon  lambat tunggu hari balas chat  ,0,1
   bantu kerja kantor jadi perlu ijin cuti disduk lsg 2x urus akta mati ortu dua2nya  cepat proses  ,1,0
   mudah manfaat sekali sulit urus kantor langsung sibuk tempat kerja moga tetap baik makin mudah urus data duduk  ,1,0
   mudah bikin surat pindah ke kantor lewat online teri terima kasih  tadi nyuruh orang   bikin surat pindah eh bayar mahal nyata aju surat pindah online sekali teri terima kasih   ,1,0
  baik siih benar2 genggam ribet sekali proses cepat nyesel poko pake yu download jugaaa wargi bandung  ,1,0
   bantu mudah urus ngurus dokumen bolak balik aju ribet pusing lama pokok jadi mudah makas banyak  ,1,0
  hari selasa sore baru download applikasinya coba laku cara online kia alhamdulillah upload berkas2 aju hari rabu sore selesai bahkan langsung no antri kirim whatsapp benar2 semua selesai cepat bahkan ambil kartu jl ambon ambil sesuai tadi ambil festival citylink perlu lama2 kartu cetak mesin adc  ,1,0
  aps mudah coba perbaiiki data salah tulis nama anak nama aps benar pd cetak   salah info salah   cek menu aps mohon bantu  terima kasih   ,1,1
  suka puas  bantu salam layan  baik proses cepat syarat ribet pokok salut   disdukcapil kota bandung maju tingkat layan  ,1,0
  sih kok login tulis perangkat asli lah sya kan pake hp sya sendiri pernah otak atik root tpi ada ingat baik   akta lahir anak  ,0,1
  tambahakan menu dokumen hasil   download print  terima kasih   ,0,1
  registasi pas masukin kode perivikasi sengaja keluar salam gliran masuk ngulang hasil tolak no nik pakai padahal kode perivikasinya masukin ahirnya masuk hrus bgai mn y  ,0,1
   bantu sekali hemat waktu krn aju via on line  ,1,0
  akses oleh bbrp kk mudah tak hp ribet kaya alpukat betawi klik nama lngsng otomatis data usah ngisi formulir cmn foto syarat fotocopy asli bbrp menit lngsng jadi kirim lwt wa email yu atuh mudah segala kalau offline yaallah tugas minta duit mulu apalgi bojongloa kaler satpol pp mnta 250 lngsng beres layan oprator 2  kk   jadi  ,0,1
    masuk coba fitur lupa pasword jawab silah perangkat asli padahal hp asus kok   mohon solusi  ,0,1
   suka  bagus  bantu salam proses mudah cepat tahan tingkat  ,1,0
  pindah domisili lewat salam malah login padahal password benar nomor kk benar tetap login urus layan dukcapil bandung malah sulit bahkan kirim berkas kedukcapil bandung respon sekali  ,0,1
  cukup bagus  mudah proses urus dokumen ambil a lewat mesin admin gaperlu ribet bulak balik kesana kemari  ,1,0
  kok login yah padahal reset password pemberitahuan ganti password baru masuk email tpi  tetap  masuk  ,0,1
  pak daftar pindah antar provinsi sedia 5 pilih nomor 4 pindah provinsi nomor 5 antar provinsi bisa klik mhon bantu  ,0,1
  kok aju cetak ulang e - ktp rusak gabisa buka masalah lewat rt rw buang2 uang  ,0,1
   batu sekali  puas layan cepat proses teri terima kasih  sukses selalu  ,1,0
  bagus sekali   mudah   urus dokumen update malah gabisa login  ,1,1
  hp sayang ilang login lgi hp baru tolong dong bantu usah ribet gin jadi login  ,0,1
  simple  cepat  efisien bertele2 so fast deh pokok thank you  ,1,0
  luar biasa  rasa bantu posisi dinas luar pulau semua perlu urus urus mandiri lewat salam  ,1,0
  mantap serba cepat bagus apabila layan chat support mudah konsultasi  ,1,1
  kurang responsif loading hambat sekali moga segera tingkat  ,0,1
  mohon maaf ganggu tipe hp infinix 8 jadi eror mohon seluruh tipe handphone   urus dokumen duduk jadi hambat haturnuhun  ,0,1
  waktu daftar nik daftar login reset pasword nik email cocok lier  ,0,1
   bantu usah ribet sana kemari cukup download salam hatur nuhun moga tambah bagus  ,1,0
  log in beres kirim aju surat pindah reset pasword tidak masuk email  ,0,1
  login perangkat lama sulit reset password perangkat baru  ,0,1
  baru daftar tpi pas log in dblbg pkaiprangkat asli padhl sllu pke hp  ,0,1
   manfaat bantu trima kasih moga makin tingkat layan baik  ,1,0
  praktis aku bikin kia 3 hari jadi tinggal print disdukcapil barkodenya kirim email sana tinggal scan qr mesin jadi deh neng pake apl  ,1,0
    kia  puas sekali bantu sekali orang tua punya waktu batas pake 2 bantu tri terima kasih  disdukcapil  ,1,0
   juara kembang dokumentasi masyarakat mudah  ,1,0
   bagus cukup bantu besar harap depan   format kk akta lahir inofatif suka dulu kertas 80g maju disdukcapil kota bandung  ,1,0
  banyak update sulit login  ,0,1
   bantu proses cepat depan tingkat soal rentang waktu selesai pemprosesan ambil dokumen gerai dekat aqar waktu pendek jangan terlalu lama   alam 1 bulan teri terima kasih   ,0,1
  cetak kk efektif dulu beri pdf cetak sendiri  ,0,1
  teri terima kasih  salam alhamdulillah semua mudah ribet cepat  ,1,0
  lama bagus mudah   dokumen2 tingkat disdukcapil  ,1,0
  teri terima kasih  banyak 2 bantu smua jadi lbh mudah proses cepat mudah sekali  ,1,0
  coba kali susah masuk suruh sila masuk perangkat asli  ,0,1
   bagus mudah erti moga aju online cepat  ,1,0
  hp infinik pake   iyah solusi pakai  ny  ,0,1
  log in selalu gagal alas nik email pernah daftar  ,0,1
  bagus jadi lancar mudah aju  ,1,0
  kalau jangan batas 1 perangkat 1 akun semua orang faham milik waktu urus offline hatur nuhun moga makin kembang berkah  ,0,1
  bener bener sat set sat set langsung jadi nunggu jam jam perlu ribet keluar rumah mamak jadi senaaaang  ,1,0
  lama  praktis mudah proses cepat  ,1,0
   bantu proses  cepat  ,1,0
  salam  bagus layan sesuai jadwal  ,1,0
   bantu sekali apl  mudah  ,1,0
  terima kasih banyak disdukcapil  bantu sekali proses gampang cepat mudah perlu repot datang kantor disdukcapil cara langsung dulu   akte lahir bulan baru selesai sekarang lima hari selesai sekali teima kasih  ,1,0
   bagusss efektif lama haruss mwngantri berrjam2  ,1,0
  bagus cepat praktis lama syarat lengkap  bantu  ,1,0
  maaf daftar selalu notice nik daftar padahal pernah daftar mohon bantu  ,0,1
  lama loadingnya juga akhir bikin kia online proses  cepat  cetak disdukcapil  cepat  layan baik mantap  terima kasih  salam update  ,1,1
    adanyanya  bantu warga dlm urus surat2 cara online mohon depan tingkat moga ikut intansi2  ,1,0
  aneh pernah daftar masa nik pernah daftar boro boro daftar baru tau mutu seh  ,0,1
  layan cepat lancar mohon salam tambah fitur2 mudah  ,1,1
  dulu pas bikin e ktp skrg pas buka hp buka memang minimal pakai hape  ,0,1
  mudah  bantu proses relatif cepat layan bagus  ,1,0
  luar biasa cepat bagus semua sistem jadi mudah email balas cepat proses 1x24  ,1,0
  daftar tabi log in alas data asli  ,0,1
  cukup bantu mudah layan masyarakat kota bandung khusus putus mata rantai pungli moga tutup depan  ,1,0
   bantu mudah masyarakat milik surut2 penting  ,1,0
  jelas bagus kaku sedikit kasihan pernah nomor hp daftar sydah milik hp jadi hambatsn  ,1,1
    masuk terang masuk perangkat asli ngecek cetak ktp  ,0,1
    keren  bantu sekali efektif teri terima kasih   ,1,0
  mudah baik data sukses selalu  ,1,0
  fungsi baik aju jadi cepat  ,1,0
  bismilah bagus bantu   kia anak jadi mudah tingkat layan masyarakat dulu bikin akte salah 1 huruf padahal contoh benar rangkai syarat baik sekarang mudah walaupun nama anak ganti mudah2 arti baik harap  ,1,0
  bukan makin cepat mudah proses makin lambat 2 minggu aju surat pindah selesai coba chat satu2 kontak sedia situ jawab kecewa layan buruk sekali  ,0,1
  coba deh baik kata mudah kok malah sulit warga pernah daftar pas daftar kok terang pernah daftar coba login   reset password malah kata daftar kok punya perintah kaya gin sihh kota bandung kok sistem jelek  ,0,1
  login anggap perangkat daftar harap validasi login rubah karna jamin perangkat data master lengkap hp baru bis login karna anggap virtual device wajib pake hp keluar 2021 bawah login mohon update data device ganti validasi  ,0,1
  mudah mudah disduk kota bandung depan smakin innovative krn sistem online cara langsung calo kutik krn warga bandung skrg uda pinter  ,1,0
   muas cepat ramah sopan sukses selalu salam disdukcapil bandung  ,1,0
  intruksi mudah erti layan cepat  ,1,0
  bagus cepat layan  ,1,0
  akhir masuk pakai gampang nyata ribet terima kasih  ,1,0
   bantu cepat poko is the best   salam  ,1,0
  bagus proses  cepat  3 hari beres tri terima kasih  salam  ,1,0
   bantu biar kesana sini cape ngabisin waktu baru punya anak takut rewel nyaman alhamdulillah pake   proses  cepat  bikin akta mati papi baru tinggal terimakasi  orang  baik moga selalu dlm lindung allah swt  ,1,0
   bantu layan cepat user friendly mudah paham sesuai dokumen diupload  sesuai tks sesuai moto selesai genggam  ,1,0
  bagus mudah urus admin duduk  ,1,0
  alhamdulillah  bantu sekali urus pindah domisili selesai genggam datang bandung teri terima kasih  disdukcapil bandung moga makin sukses makin juara saran waktu proses mungkin cepat notifikasi   layak whatsapp jadi tampil beranda gadget buka teri terima kasih  disdukcapil kota bandung  ,1,0
  teri terima kasih  butuh waktu 2 hari file kk baru diprint ulang  ,1,0
  maaf  a stelah aju tambah anggota keluarga kk baru logout  a login mohon responnya  ,0,1
  jadi buka ingat physical device false infinix - x680b  ,0,1
   bantu proses cepat sekali bagus  ,1,0
  beberapa hari sempat masuk upload beberapa dokumen status aju tunggu 2 hari notifikasi aju selesai skr login selalu  eror  hubung server suruh periksa koneksi internet padahal koneksi internet lancar normal  ,0,1
  layan responsive tinggal sabar tunggu antri antri proses cepat aju jumat senin koreksi baik tambah dokumen selasa selesai sabtu minggu libur  ,1,0
  bantu sekali bolak balik antri mohon tingkat layan  ,1,0
    salam minta upgrade malah login kata perangkat asli suruh pake asli hp login kagak  ,0,1
  sungguh  bantu proses mudah cepat sekali teri terima kasih  disdukcapil kota bandung   bagus salam moga urus data data duduk lai mudah proses cepat  ,1,0
  waktu pake versi 3 10 login versi baru minta paksa update 3 11 ae  diupdate jadi masuk   salam dm admin kata jngan pake launcher hp ori an pake launcher launchernya pake bawa hp  ,0,1
   bantu sekali urus data jadi hemat waktu biaya bagai masuk alangkah baik tampil item detil aju gagal utama pemuda  ,1,1
  bantu sekali maju kota bandung  ,1,0
  kok malah gabisa log in perangkat asli maksud iniya  ,0,1
  plat merah daerah   bantu masyarakat ribet cepat kurang oknum pegawai perintah pungli terima kasih pemkot bandung  ,1,0
  alhamdulillah mudah proses cepat terima kasih  ,1,0
  bagus sih semua jadi mudah kurang kalau aju dokumen subuh proses baru lancar kalau pagi malem gagal aju loading macet jalan  ,1,1
   bantu sekali jdi mudah layan laku pendaftran dri rumah cara   akun kativasinya gampang berteri terima kasih  sekali moga makin baik mantap dlm layan teri terima kasih   ,1,0
  kalau update kartu keluarga tambah anggota keluarga lewat  ,1,0
  moga team disduk teliti keti berkas maksud hati mudah cepat keti team disduk salah padahal berkas sesuai tetap disduk revisi padahal rupa  mudah masa pandemi  ,1,1
  aju pindah keluar selesai download menu dokumen halaman utama eh kok zonk yah data yah notif kirim data download surat pindah kok malah ribet urus manual datang langsung kantor  ,0,1
  proses urus akta cukup rumah online ambil terima pemberitahuan proses selesai baru daftar antri ambil akta dg cara sms akhir sms tgl jam nomor antri   ambil akta  ,1,0
  recommended  proses aju tanggal 24 tgl 30 beres tinggal cetak sendiri ambil disdukcapil dekat  bantu   punya banyak waktu kesana kemari karna kerja  sayang skrg bentuk akta kk cm bahan kertas hvs a4  ,1,1
   bantu proses cepat trmksh  ,1,0
  y tiap foto balik mulu beranda cape ngetiknya brp x kelar 2 padahal pke wifi  ,0,1
  mantap cepat mudah  ,1,0
   bantu mudah informasi butuh  ,1,0
   kurang bantu mesti siap dulu infrastruktur dukung lengkap siap pakai lha sini daftar  eror  servernya suruh online ngurus langsung kantor bukan mudah malah sulit kualitas server perintah kok kalah server   anak magang kuliah  ,0,1
  gabisa masuk coba gagal pdahal masukin nik aneh  ,0,1
   bantu susah login  ,1,1
  cukup mudah proses cepat  ,1,0
  lama bagus fungsi mudah  ,1,0
  login padahal pas daftar hasil maaf kasih bintang 1  ,0,1
   mudah transparan  ,1,0
  alhamdulillah  mudah cepat jauh kata calo  ,1,0
   bantu masa pandemi syarat mudah tinggal upload proses aju selesai masuk cepat moga makin tingkat kualitas  ,1,0
   bantu sekali bisa bantu tetangga urus administrasi duduk  mudah proses asal berkas upload sesuai kriteria  ,1,0
  hampir minggu login  eror  urus urus data jadi susah nyata nyata bakal tutup pusat balik tatap muka urus urus data duduk heran bikin mudah maju teknologi eh sekarang suruh balik kaya dulu urus data  ,0,1
  mudah   akte semua laku handphone perlu antri panjang putus rantai sebar covid 19 teri terima kasih   ,1,0
  1 fitur auto isi data isi nik  bantu rasa khawatir disalahgunakan orang dapat menginput cara random tahu data nik sebut 2  bantu butuh waktu karna antri saran pemuda salam jadi satu perlu jadi 2 layan beda 3 aju   nik anak baru lahir hasil nama salah mohon teliti thks  ,1,1
   bantu sekali bikin ribet waktu 2 minggu cukup lah tunggu hasil moga depan jadi baik kerja semangat salamandisdukcapilkotabandung  ,1,0
  melakuakan aju pindah antar provinsi aplikasi mudah   memang surat pindah makan waktu mungkin verifikasi makan waktu  ,1,1
   bantu sekali nga usah ngantri cetak nyata pas ambil camat   fisik lambat kirim camat  ,1,1
  makas bapak ibu kembang kurang tatap muka antri krna batas waktu semua selesai cara elektronik follow up kurang dokumen jadi lbh cepat bolak balik makas sekali  ,1,0
  layan cukup cepat tinggal set ulang tiap aju mesti klik ikon menu pojok kanan data mesti bersih padahal beres mesti automatis minta menu utama klik minta bersih daftar baru  ,1,1
  nampaknya fitur chat hubung tugas fungsi seringkali kirim chat aju tanya respons sekali harap baik admin naik rating baik  ,0,1
   bagus proses   akta lahir cepatt perlu cape cape tinggal klik klik teri terima kasih  disdukcapil kota bandung  ,1,0
  kak ibu bapak maaf kan bikin surat pindah kota kabupaten pas cek dokumen sekali gatau kalau dokumen cek sekali nang dokumen gabisa buka padahal cetak serius panik kalau minta pdf kirim balik log in   salam konfirmasi pindah teri terima kasih   ,0,1
  rentang waktu selesai pemrosesan ambil dokumen akta mati gerai dekat terlalu lama 19 hari ambil antri nik tuju urus beda laku urus pertama selesai  ,0,1
   bantu   pandemi   segala batas urus bagai dokumen duduk   sanagt mudah teri terima kasih   ,1,0
   bantu biasa orang males datang dinas duduk jadi   dokumen jadi tunda syarat ribet kalau datang langsung kesana ujung ujung pakai calo harga mahaaaaaaaaaalllll sekarang   dokumen genggam tinggal upload syarat tunggu selesai beres deh ribet antri mahal lama siiipppp  ,1,0
  gabisa daftar selalu tulis hubung server periksa koneksi jaring silah coba beberapa padahal sinyal bagus kuota banyak coba pake wifi speed kenceng  tetap  gabisa maha atuh ieu teh  ,0,1
  alhamdulilah  bantu mudah update data cepat mungkin masuk kalau hapus tulis susah  ,1,1
  waktu pertama masuk daftar surat mati salam lancar pas jadi surat mati siap cetak malah  eror  mohon tindak lanjut butuh cepat surat mati sebut  ,0,1
   bantu cepat proses lancar jaring meski online serasa urus langsung cepat  ,1,0
  bagus aju beberapa dokumen proses selesai dokumen pdf satu mohon baik sistem semua dokumen print out sendiri  ,1,1
     manfaat jauh pungli jauh ijin kerja krn byk ijin   ngurus ginian kalau waktu calo datang tawar bantu teri terima kasih      2 akte 1 kk  cepat  bangeet proses debest sekaliii teri terima kasih   ,1,0
  aku kasih bintang 1 soal tiap buka salam selalu  eror  kata online sekarang bikin akta lahir susah sekarang coba log in server ganggu datang pusat 2 kali bantu via online coba via online malah ribet baik yaa  ,0,1
  maaf proses mohon cepat karna proses lama sekali hampir 2 minggu proses tunggu masuk chat sigap balas chatnya chat balesan sekali kalau pemberitahuan tau kapan beres tunggu pasti kecewa  ,0,1
  daftar registrasi kia dlam mengupload selesai coba ulang kali dukung sinyal baik tetap coba logout masuk reason nik daftar padahal   daftar heran mohon bantu  ,0,1
  keren sii inovasi baik kalau kata inti tuh sebenernya   mangkas mudah   urus urus data duduk jdi biasa urus apa disdukcapil bagai step akhir jauh makan ongkos cukup selesai step syarat camat sisa upload smua data syarat file selesai jga kirim via email ngebatu si   sibuk kerja  ,1,0
  proses aju ribet mudah proses cepat sedia bagai pilih gerai geulis ambil kartu fisik good job admin ramah tahan cetak gerai l cepat kilat andai daftar dtks dinsos kayak gin yah  ,1,0
  install tgl 30 - 7 - 2020 harap bkin kia pas isi data daftar no kk database pdhal bikin kk lagsung kantor kec kel rt rw hrsnya no kk dong tidak database baik terima kasih  ,0,1
  hallo daftar eror terang format nik no kk sesuai padahal masuk nomor kk nik  benar   coba berulangkali hasil tetap mohon bantu terima kasih sekarang maaf beri ratting 1 dulu pakai feed back dengan baik kasih ratting tinggi  ,0,1
   bantu sekali bayar sekali proses cepat  mudah sekali sukses selalu moga selalu depan poko hindar calo ajar  ,1,0
  assalamualaikum kasih masuk   disduk capil kota bandung mesti tombol akses ganti profil jadi bukan kepala keluarga orang keluarga akses karna masalah pindah keluar akses   hanya kepala keluarga jadi bagai anak bisa akses urus surat pindah keluar teri terima kasih   ,0,1
   bantu utama pandemi sekarang sempurnakalautingkat rt lurah pakai  ,1,1
  ngisi registrasi nik   pernah daftar padahal baru awal pakai pindah duduk eror link wesbset akses sekali baik dong kan byk tim it inti core of the core ahli ahli  ,0,1
  mudah akses bahkan praktis sekali sayang sejak pandemi 2020 sulit sekali akses kali kali erorr bahkan website disdukcapilnya  eror r layan online buruk akses moga baik uninstall krna berfu gsi  ,0,1
  bantu sedikit bingung beberapa baik data krn link berfungsim pisah pemuda   salam jauh    baik terima kasih pemkot bandung tim  ,1,1
   bantu sekali masa pademik maju jadi baik kalau e - ktp digital cetak mandiri  ,1,0
  aju akta lahir menu chat tahu info susah balas kirain nyaman online gin tetap ribet  ,0,1
  digitalisasi memudahkam suatu problem suatu terobos  manfaat capai puas moga manfaat rekomendasi  ,1,0
  terrrrbantu sekali kerja jadi susahkalauijin kerja nyuruh  orang perlu biaya    bantu sayang operator ditlp langsung tau   tau layan tlp lnsg hehe proses simple cepat ambil pke ojol the best poko bantu hatur nuhun semua pihak kait moga jadi ladang pahala karna bantu mudah urus  orang lainn yaa aamiin  ,1,0
    tiba2 logout sendiri padahal pemberitahuan perihal aju akte kok tiba2 logout sendiri skrg buka sekali malah terus2an  eror  mohon bantu teri terima kasih   ,0,1
  kasih bintang empat dulu bagus kenapayah bikin akte lahir selesai aju suruh buka dokumen pas buka jadi dokumen kosong maaf minta bantu terima kasih  ,1,1
  benar  bantu kondisi pandemi seprti skrg antri daftar proses cepat sukses salam mudah an beri layan baik   masyarakat kota bandung  ,1,0
   bantu proses cepat cm pd cetak data sedikit sulit krn   pdf ukur terlalu kecil  ,1,1
  data daerah pusat singkron nik hingga akte daftar daerah data pusat jadi daftar bpjs kelola data administrasi kalah indomaret kalau mampu kasih swasta  ,0,1
  kok disdukcapil kota baik yah banyak kecewa kalau bandung haha  bantu   sdmnya  1 no telepon kantor pernah angkat 2 call center 3 fasilitas chat bual 4 fasilitas 5 nik bayi kalau rekam bisa pakai aju akta rekam datang kantor sedang kantor gaboleh fasilitas minta pernah  ,0,1
   bantu sekali  mudah aju proses  mudah teri terima kasih    disdukcapil tingkat layan  ,1,0
   suka nyaman mudah simple erti siapa trimakasin disdukcapil kota bandung program bantu seluruh masyarakat khusus warga kota bandung sukses selalu maju tingkat layan thank u  ,1,0
  mohon baik tab aju hilang proses selesai klik sih berkali2 tetap hilang urus dokumen kependudukanya top lah  ,1,1
  jelas repot sekali masa no kk ktp tidakk sesuai layan publikk  repot sekali ngurus datang langsung disdukcapil malah arahin onlen online  tetap  jga  eror  terusssssssssssssssssss meeakeun kuota  ,0,1
   bantu aju mudah pemrosesan lumayan cepat tingkat mudah layan masyarakat  ,1,0
  bagus sih cepat tanggap   hari log in kata  eror  sinyal kok bego sih kan pake wifi super zuper kuat sinyal  ,1,1
  lama   salam  muas baik cara interface   mudah akses upload data cakap tugas cara online bantu aju data  ,1,0
   bagus  bantu layan cepat ramah sopan teri terima kasih  mempasilitasi update pakai pemberitahuan salam henti sayang sekali jauh ucap banyak teri terima kasih  beri mudah  ,1,1
  harap tempat chating langsung costumer service kait nyak tidak erti misal salah tulis alamat  ,0,1
  pertamakali pake  mudah sekali beri manfaat dlm urus pindah domisili jadi perlu disdukcapil   cabut berkas makas admin  ,1,0
  masa kk jadi pake daftar terang nik kartu keluarga masuk cocok   akte anak susah datangin dukcapilnya suruh online online daftar nomor wa ceklis balas parah  ,0,1
  salam pemuda satu  luar biasa  bantu mudah masyarakat urus duduk note admin tambahin biar makin cepat fast respon sukses  ,1,1
   mudah erti layan relatif cepat aju laku pulang kampung dulu  ,1,0
  download buka selalu log out keluar sendiri padahal sedang butuh   akta lahir anak padahal ram hp lumayan kosong   besar 5mb mohon solusi  ,0,1
  pertama kali urus dokumen akta lahir anak mudah makan waktu lama sekarang tiap login selalu  eror  servernya dong baik segera  ,1,1
  tau tiap kali download perintah selalu kepake urus akte lahir upload berkas doang proses sampai 10 nambah - nambah padahal sinyal bagus  ,0,1
  aju dokumen mudah sekali   syarat ambil dokumen tera web maupun kalau kasih 1 bintang hatur nuhun  ,1,1
  salam disdukcapil  bantu mudah cepat hemat waktu   syarat lengkap asli mudah proses hari senin aju hari rabu selesai terima kasih  ,1,0
